Tournan,87116210,Dimanche,2012-09-23,E,1,103
Tournan,87116210,Dimanche,2012-09-23,E,4,53
Tournan,87116210,Dimanche,2012-09-23,E,0,21
Tournan,87116210,Samedi,2012-09-22,E,0,52
Tournan,87116210,JOB,2012-09-13,E,0,124
Tournan,87116210,Dimanche,2012-09-23,E,3,232
Tournan,87116210,Samedi,2012-09-22,E,2,422
Tournan,87116210,JOB,2012-09-13,E,2,466
Tournan,87116210,JOB,2012-09-13,E,3,504
Tournan,87116210,Samedi,2012-09-22,E,4,77
Tournan,87116210,JOB,2012-09-13,E,4,54
Tournan,87116210,Samedi,2012-09-22,E,3,337
Tournan,87116210,Samedi,2012-09-22,E,1,246
Tournan,87116210,JOB,2012-09-13,E,1,1350
Val de Fontenay,87113712,Samedi,2012-09-22,E,1,1551
Val de Fontenay,87113712,Dimanche,2012-09-23,E,0,38
Val de Fontenay,87113712,Dimanche,2012-09-23,E,3,2954
Val de Fontenay,87113712,JOB,2012-09-13,E,4,3133
Val de Fontenay,87113712,JOB,2012-09-13,E,3,13225
Val de Fontenay,87113712,JOB,2012-09-13,E,1,7838
Val de Fontenay,87113712,Dimanche,2012-09-23,E,1,866
Val de Fontenay,87113712,Dimanche,2012-09-23,E,4,1676
Val de Fontenay,87113712,Dimanche,2012-09-23,E,2,3274
Val de Fontenay,87113712,Samedi,2012-09-22,E,3,5044
Val de Fontenay,87113712,JOB,2012-09-13,E,0,160
Val de Fontenay,87113712,Samedi,2012-09-22,E,4,2830
Val de Fontenay,87113712,Samedi,2012-09-22,E,0,120
Val de Fontenay,87113712,Samedi,2012-09-22,E,2,5141
Val de Fontenay,87113712,JOB,2012-09-13,E,2,4698
Villiers sur Marne Le Plessis Trévise,87113795,Samedi,2012-09-22,E,3,2174
Villiers sur Marne Le Plessis Trévise,87113795,Dimanche,2012-09-23,E,0,60
Villiers sur Marne Le Plessis Trévise,87113795,Samedi,2012-09-22,E,0,175
Villiers sur Marne Le Plessis Trévise,87113795,JOB,2012-09-13,E,4,558
Villiers sur Marne Le Plessis Trévise,87113795,JOB,2012-09-13,E,0,384
Villiers sur Marne Le Plessis Trévise,87113795,Samedi,2012-09-22,E,2,3548
Villiers sur Marne Le Plessis Trévise,87113795,Dimanche,2012-09-23,E,4,557
Villiers sur Marne Le Plessis Trévise,87113795,Dimanche,2012-09-23,E,2,2465
Villiers sur Marne Le Plessis Trévise,87113795,Dimanche,2012-09-23,E,3,1610
Villiers sur Marne Le Plessis Trévise,87113795,JOB,2012-09-13,E,1,8186
Villiers sur Marne Le Plessis Trévise,87113795,Dimanche,2012-09-23,E,1,687
Villiers sur Marne Le Plessis Trévise,87113795,Samedi,2012-09-22,E,1,1560
Villiers sur Marne Le Plessis Trévise,87113795,JOB,2012-09-13,E,2,2691
Villiers sur Marne Le Plessis Trévise,87113795,JOB,2012-09-13,E,3,2150
Villiers sur Marne Le Plessis Trévise,87113795,Samedi,2012-09-22,E,4,1064
